NEATFO|7.0.4|
42733|56283|FUTSTK|HINDALCO|XX|1269700200|-1|XX|0|FUTSTK|HINDALCO|XX|1272724200|-1|XX|0|19515|-975|975|-195|195|3500|3500|5|3500|3500|5|1|N
45178|42733|FUTSTK|HINDALCO|XX|1267281000|-1|XX|0|FUTSTK|HINDALCO|XX|1269700200|-1|XX|0|19440|-975|975|-195|195|3500|3500|5|3500|3500|5|1|N
42734|56284|FUTSTK|HINDPETRO|XX|1269700200|-1|XX|0|FUTSTK|HINDPETRO|XX|1272724200|-1|XX|0|22990|-1150|1150|-230|230|2100|2100|5|2100|2100|5|1|N
45180|42734|FUTSTK|HINDPETRO|XX|1267281000|-1|XX|0|FUTSTK|HINDPETRO|XX|1269700200|-1|XX|0|23420|-1175|1175|-540|5|2100|2100|5|2100|2100|5|1|N
42735|56285|FUTSTK|HINDUNILVR|XX|1269700200|-1|XX|0|FUTSTK|HINDUNILVR|XX|1272724200|-1|XX|0|227090|-11355|11355|-2270|2270|300|300|5|300|300|5|1|N
45181|42735|FUTSTK|HINDUNILVR|XX|1267281000|-1|XX|0|FUTSTK|HINDUNILVR|XX|1269700200|-1|XX|0|226315|-11315|11315|-2265|2265|300|300|5|300|300|5|1|N
42738|56286|FUTSTK|IBULHSGFIN|XX|1269700200|-1|XX|0|FUTSTK|IBULHSGFIN|XX|1272724200|-1|XX|0|32085|-1605|1605|-320|320|1200|1200|5|1200|1200|5|1|N
45184|42738|FUTSTK|IBULHSGFIN|XX|1267281000|-1|XX|0|FUTSTK|IBULHSGFIN|XX|1269700200|-1|XX|0|32125|-1610|1610|-325|325|1200|1200|5|1200|1200|5|1|N
42739|56287|FUTSTK|ICICIBANK|XX|1269700200|-1|XX|0|FUTSTK|ICICIBANK|XX|1272724200|-1|XX|0|54820|-2745|2745|-550|550|1375|1375|5|1375|1375|5|1|N
45185|42739|FUTSTK|ICICIBANK|XX|1267281000|-1|XX|0|FUTSTK|ICICIBANK|XX|1269700200|-1|XX|0|54590|-2730|2730|-545|545|1375|1375|5|1375|1375|5|1|N
42742|56288|FUTSTK|ICICIPRULI|XX|1269700200|-1|XX|0|FUTSTK|ICICIPRULI|XX|1272724200|-1|XX|0|48370|-2420|2420|-485|485|1500|1500|5|1500|1500|5|1|N
45187|42742|FUTSTK|ICICIPRULI|XX|1267281000|-1|XX|0|FUTSTK|ICICIPRULI|XX|1269700200|-1|XX|0|48245|-2415|2415|-485|485|1500|1500|5|1500|1500|5|1|N
42743|56289|FUTSTK|IDEA|XX|1269700200|-1|XX|0|FUTSTK|IDEA|XX|1272724200|-1|XX|0|345|-20|20|-5|5|98000|98000|5|98000|98000|5|1|N
45188|42743|FUTSTK|IDEA|XX|1267281000|-1|XX|0|FUTSTK|IDEA|XX|1269700200|-1|XX|0|345|-20|20|-5|5|98000|98000|5|98000|98000|5|1|N
42755|56290|FUTSTK|IDFCFIRSTB|XX|1269700200|-1|XX|0|FUTSTK|IDFCFIRSTB|XX|1272724200|-1|XX|0|3955|-200|200|-40|40|12000|12000|5|12000|12000|5|1|N
45189|42755|FUTSTK|IDFCFIRSTB|XX|1267281000|-1|XX|0|FUTSTK|IDFCFIRSTB|XX|1269700200|-1|XX|0|3960|-200|200|-40|40|12000|12000|5|12000|12000|5|1|N
42760|56291|FUTSTK|IGL|XX|1269700200|-1|XX|0|FUTSTK|IGL|XX|1272724200|-1|XX|0|48965|-2450|2450|-490|490|2750|2750|5|2750|2750|5|1|N
45197|42760|FUTSTK|IGL|XX|1267281000|-1|XX|0|FUTSTK|IGL|XX|1269700200|-1|XX|0|48960|-2450|2450|-490|490|2750|2750|5|2750|2750|5|1|N
42761|56292|FUTSTK|INDIGO|XX|1269700200|-1|XX|0|FUTSTK|INDIGO|XX|1272724200|-1|XX|0|144615|-7230|7230|-1450|1450|300|300|5|300|300|5|1|N
45198|42761|FUTSTK|INDIGO|XX|1267281000|-1|XX|0|FUTSTK|INDIGO|XX|1269700200|-1|XX|0|144530|-7230|7230|-1445|1445|300|300|5|300|300|5|1|N
42763|56293|FUTSTK|INDUSINDBK|XX|1269700200|-1|XX|0|FUTSTK|INDUSINDBK|XX|1272724200|-1|XX|0|118405|-5920|5920|-1185|1185|400|400|5|400|400|5|1|N
45199|42763|FUTSTK|INDUSINDBK|XX|1267281000|-1|XX|0|FUTSTK|INDUSINDBK|XX|1269700200|-1|XX|0|117965|-5900|5900|-1180|1180|400|400|5|400|400|5|1|N
42764|56294|FUTSTK|INFRATEL|XX|1269700200|-1|XX|0|FUTSTK|INFRATEL|XX|1272724200|-1|XX|0|22780|-1140|1140|-230|230|2000|2000|5|2000|2000|5|1|N
