date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:18	101329/101329	---M--	200	added ('OK')	image/jpeg	etag:%22b8b22daeff54d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vidyanagar/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vidyanagar/3.jpg	(from https://imkarchitects.com/vidyanagar.php)
11:35:19	111947/111947	---M--	200	added ('OK')	image/jpeg	etag:%22f83e0aeff54d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vidyanagar/5.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vidyanagar/5.jpg	(from https://imkarchitects.com/vidyanagar.php)
11:35:21	92675/92675	---M--	200	added ('OK')	image/jpeg	etag:%2281777866055d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vidyanagar/7.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vidyanagar/7.jpg	(from https://imkarchitects.com/vidyanagar.php)
11:35:22	247163/247163	---M--	200	added ('OK')	image/jpeg	etag:%22cca24cd0b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley/1.jpg	(from https://imkarchitects.com/vijaynagar-valley.php)
11:35:24	159842/159842	---M--	200	added ('OK')	image/jpeg	etag:%22e1b34d37c452d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/1.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-1.php)
11:35:25	94817/94817	---M--	200	added ('OK')	image/jpeg	etag:%22ff34038c452d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/3.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-1.php)
11:35:26	73811/73811	---M--	200	added ('OK')	image/jpeg	etag:%22ed29a6f9255d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/5.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/5.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-1.php)
11:35:27	75939/75939	---M--	200	added ('OK')	image/jpeg	etag:%22249d2d2d255d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/6.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/6.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-1.php)
11:35:28	65905/65905	---M--	200	added ('OK')	image/jpeg	etag:%2228e91b2e255d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/7.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/7.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-1.php)
11:35:32	85187/85187	---M--	200	added ('OK')	image/jpeg	etag:%22a3a4574fc552d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/1.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:33	127613/127613	---M--	200	added ('OK')	image/jpeg	etag:%22251a3ddcb438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/2.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/2.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:34	155859/155859	---M--	200	added ('OK')	image/jpeg	etag:%2299b02d35355d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/8.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-1/8.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-1.php)
11:35:35	133201/133201	---M--	200	added ('OK')	image/jpeg	etag:%2250c58051c552d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/3.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:36	181971/181971	---M--	200	added ('OK')	image/jpeg	etag:%223c58ec4455d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/5.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/5.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:38	266027/266027	---M--	200	added ('OK')	image/jpeg	etag:%22dd130d9b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/6.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/6.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:38	154105/154105	---M--	200	added ('OK')	image/jpeg	etag:%225d7e8bc5455d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/7.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/7.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:39	76730/76730	---M--	200	added ('OK')	image/jpeg	etag:%22e04f6dc6455d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/8.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/8.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:41	152478/152478	---M--	200	added ('OK')	image/jpeg	etag:%229f391d7b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/9.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/9.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:42	90456/90456	---M--	200	added ('OK')	image/jpeg	etag:%22c965e056c552d61:0%22	https://imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/10.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/vijaynagar-valley-proposal-2/10.jpg	(from https://imkarchitects.com/vijaynagar-valley-proposal-2.php)
11:35:43	82796/82796	---M--	200	added ('OK')	image/jpeg	etag:%221994eebc652d61:0%22	https://imkarchitects.com/images/projects/urban-planning/makwana-pune/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/makwana-pune/1.jpg	(from https://imkarchitects.com/makwana-pune.php)
11:35:44	101732/101732	---M--	200	added ('OK')	image/jpeg	etag:%225e3a70beb438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/makwana-pune/2.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/makwana-pune/2.jpg	(from https://imkarchitects.com/makwana-pune.php)
11:35:46	96233/96233	---M--	200	added ('OK')	image/jpeg	etag:%22ccbc439555d61:0%22	https://imkarchitects.com/images/projects/urban-planning/makwana-pune/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/makwana-pune/3.jpg	(from https://imkarchitects.com/makwana-pune.php)
11:35:48	232055/232055	---M--	200	added ('OK')	image/jpeg	etag:%225ebeafe1c652d61:0%22	https://imkarchitects.com/images/projects/urban-planning/legend-city-bangalore/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/legend-city-bangalore/1.jpg	(from https://imkarchitects.com/legend-city-bangalore.php)
11:35:49	347063/347063	---M--	200	added ('OK')	image/jpeg	etag:%229299d4e2c652d61:0%22	https://imkarchitects.com/images/projects/urban-planning/legend-city-bangalore/2.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/legend-city-bangalore/2.jpg	(from https://imkarchitects.com/legend-city-bangalore.php)
11:35:50	206814/206814	---M--	200	added ('OK')	image/jpeg	etag:%2246f449c4b438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/mhada/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/mhada/1.jpg	(from https://imkarchitects.com/mhada.php)
